file,session_id,protocol,anomaly,anomaly_score,packet_count,bytes_sent,bytes_received,retransmission_count,tls_handshake_duration,session_duration_seconds,avg_packet_size
test4.pcapng,PCAP-000043,POP3,1,0.04962049144557884,10,171,2988,0,0.0,0.09720396995544434,315.9
test4.pcapng,PCAP-000044,POP3,1,0.01982514559374876,162,108,1895,0,0.0,29.755589962005615,12.364197530864198
test4.pcapng,PCAP-000045,SMTP,1,0.09881559893569225,160,0,78130,0,0.0,19.02958369255066,488.3125
test4.pcapng,PCAP-000046,POP3,1,0.0035654992306137223,16,0,759,0,0.0,0.307100772857666,47.4375
test4.pcapng,PCAP-000047,SMTP,1,0.027086118289132655,50,158,905,0,0.0,13.471646070480347,21.26
test4.pcapng,PCAP-000048,SMTP,1,0.020651246467442208,31,161,417,0,0.0,10.016971111297607,18.64516129032258
test4.pcapng,PCAP-000049,SMTP,1,0.03552647672442849,70,1021,5831,0,0.018,16.815639972686768,97.88571428571429
test4.pcapng,PCAP-000050,SMTP,1,0.03289268107249688,49,914,4793,0,0.0182,13.055604934692383,116.46938775510205
test4.pcapng,PCAP-000051,SMTP,1,0.0041038578465109055,16,0,144,0,0.0,0.49869322776794434,9.0
test4.pcapng,PCAP-000052,SMTP,1,0.013829130652671773,31,0,450,0,0.0,1.1241672039031982,14.516129032258064
test4.pcapng,PCAP-000053,SMTP,1,0.033597640936298245,94,0,1459,0,0.0,12.947115898132324,15.52127659574468
test4.pcapng,PCAP-000054,POP3,-1,-0.06972416234763856,43,0,2173,0,0.0,142.99527502059937,50.53488372093023
test4.pcapng,PCAP-000055,POP3,1,0.06593808169903426,38,10069,0,0,0.0,10.006818056106567,264.9736842105263
test4.pcapng,PCAP-000056,POP3,1,0.08690557809963384,52,16205,0,0,0.0,10.004421949386597,311.63461538461536
test4.pcapng,PCAP-000057,POP3,1,0.07476995543880738,86,27212,0,0,0.0,20.01197600364685,316.4186046511628
test4.pcapng,PCAP-000058,POP3,1,0.07807800751977367,70,21149,0,0,0.0,20.01160192489624,302.12857142857143
test4.pcapng,PCAP-000059,POP3,1,0.08125657192878794,38,11523,0,0,0.0,10.011621952056885,303.2368421052632
test4.pcapng,PCAP-000060,IMAP,-1,-0.024039551632700662,147,36874,0,0,0.0,100.07351088523865,250.843537414966
test4.pcapng,PCAP-000061,POP3,1,0.021403747464211864,26,446,5738,0,0.0007,0.24686980247497559,237.84615384615384
test4.pcapng,PCAP-000062,IMAP,1,0.06486705806897403,10,5344,105,0,0.0,0.001013040542602539,544.9
test4.pcapng,PCAP-000063,IMAP,1,0.06019708741892649,10,66,4223,0,0.0,0.005660057067871094,428.9
test4.pcapng,PCAP-000064,IMAP,1,0.0660095248691413,10,4623,105,0,0.0,0.0008609294891357422,472.8
test4.pcapng,PCAP-000065,IMAP,1,0.041788100565134934,10,84,2896,0,0.0,0.0026121139526367188,298.0
test4.pcapng,PCAP-000066,IMAP,-1,-0.019045157776178434,12,12049,105,0,0.0,0.0026051998138427734,1012.8333333333334
test4.pcapng,PCAP-000067,IMAP,1,0.04957570630755792,10,3168,105,0,0.0,0.0011279582977294922,327.3
test4.pcapng,PCAP-000068,IMAP,1,0.06025576671920424,10,84,4007,0,0.0,0.0021431446075439453,409.1
test4.pcapng,PCAP-000069,IMAP,1,0.06673768892098786,10,5006,105,0,0.0,0.0016181468963623047,511.1
test4.pcapng,PCAP-000070,IMAP,1,0.06500651357010223,10,4069,105,0,0.0,0.00086212158203125,417.4
test4.pcapng,PCAP-000071,POP3,1,0.0035654992306137223,18,0,244,0,0.0,0.19112205505371094,13.555555555555555
test4.pcapng,PCAP-000072,POP3,-1,-0.011294043313452518,34,0,5497,5,0.0,0.9084339141845703,161.6764705882353
test4.pcapng,PCAP-000073,POP3,1,0.0321859660283082,41,0,7027,1,0.0238,2.91369891166687,171.390243902439
test4.pcapng,PCAP-000074,POP3,1,0.06094464840635333,48,0,12036,1,0.0243,0.6637179851531982,250.75
test4.pcapng,PCAP-000075,POP3,1,0.02511133400329868,37,0,6944,1,0.0159,0.3173818588256836,187.67567567567568
test4.pcapng,PCAP-000076,POP3,1,0.069806612434332,44,0,11934,1,0.0159,0.531745195388794,271.22727272727275
test4.pcapng,PCAP-000077,SMTP,1,0.025712988777499945,41,0,6385,0,0.0204,1.3823530673980713,155.73170731707316
test4.pcapng,PCAP-000078,SMTP,-1,-0.04417177620001278,41,0,7068,1,0.8442,1.2148211002349854,172.390243902439
test4.pcapng,PCAP-000079,IMAP,1,0.01811257701965724,44,0,8048,1,0.0,34.323622941970825,182.9090909090909
test4.pcapng,PCAP-000080,IMAP,1,0.012927290808691594,43,0,3635,0,0.0,33.46647787094116,84.53488372093024
test4.pcapng,PCAP-000081,IMAP,1,0.013001825303546488,44,0,8030,3,0.0,25.28019905090332,182.5
